,Prompt,Correct Object,GPT-reply,Status
298,Abel Goumba:(May 2009)::Michael Evans:X; X is July 2011,July 2011,False,False
299,Michael Evans:(July 2011)::Bobby Campbell:X; X is May 2009,May 2009,False,False
300,Bobby Campbell:(May 2009)::Milt Schoon:X; X is December 2016,January 2015,False,True
301,"Milt Schoon:(January 2015)::^ Staff (2012-01-27). ""Jeannette Hamby:X; X is July 2011",January 2012,False,True
302,"^ Staff (2012-01-27). ""Jeannette Hamby:(January 2012)::Henry Hartsfield:X; X is July 2014",July 2014,False,False
303,Henry Hartsfield:(July 2014)::John Edzerza:X; X is November 2011,November 2011,True,True
304,John Edzerza:(November 2011)::Sylvie Roy:X; X is February 2007,July 2016,False,True
305,Sylvie Roy:(July 2016)::Marty Marion:X; X is May 2009,March 2011,True,False
306,Marty Marion:(March 2011)::Ryan Dunn:X; X is June 2011,June 2011,True,True
307,Ryan Dunn:(June 2011)::Doug Beasy:X; X is May 2013,May 2013,False,False
308,"Doug Beasy:(May 2013)::^ New York Times (2012-09-15). ""Tony Goldman:X; X is October 2012",September 2012,False,True
309,"^ New York Times (2012-09-15). ""Tony Goldman:(September 2012)::Jean Giraud:X; X is March 2012",March 2012,False,False
310,Jean Giraud:(March 2012)::Ivan Plyushch:X; X is February 2016,June 2014,False,True
311,Ivan Plyushch:(June 2014)::Virginia Shehee:X; X is February 2015,July 2015,False,True
312,Virginia Shehee:(July 2015)::Tony Conrad:X; X is April 2016,April 2016,True,True
313,Tony Conrad:(April 2016)::Alfonso GÃ_mez-Lobo:X; X is December 2011,December 2011,False,False
314,Alfonso GÃ_mez-Lobo:(December 2011)::Peter Garrisson:X; X is April 2013,April 2013,False,False
315,Peter Garrisson:(April 2013)::Josep Maria Guix Ferreres:X; X is June 2009,June 2009,False,False
316,Josep Maria Guix Ferreres:(June 2009)::RubÃ©n AmorÃ_n:X; X is April 2016,December 2014,False,True
317,RubÃ©n AmorÃ_n:(December 2014)::Jamelle Folsom:X; X is March 2013,November 2012,False,True
318,Jamelle Folsom:(November 2012)::Chuck Kress:X; X is March 2014,March 2014,False,False
319,Chuck Kress:(March 2014)::Axl Rotten:X; X is February 2006,February 2016,False,True
320,Axl Rotten:(February 2016)::Michael Gower Coleman:X; X is February 2015,December 2011,False,True
321,Michael Gower Coleman:(December 2011)::Andriy Kuzmenko:X; X is November 2011,February 2015,False,True
322,Andriy Kuzmenko:(February 2015)::Luis Ortega ÃÅlvarez:X; X is August 2013,April 2015,False,True
323,Luis Ortega ÃÅlvarez:(April 2015)::Abune Dioskoros:X; X is December 2015,December 2015,True,True
324,Abune Dioskoros:(December 2015)::Jerry Coleman:X; X is January 2014,January 2014,True,True
325,Jerry Coleman:(January 2014)::Chinua Achebe:X; X is March 2013,March 2013,True,True
326,Chinua Achebe:(March 2013)::David Jacobs:X; X is November 2008,September 2013,False,True
327,David Jacobs:(September 2013)::Roger Bennett:X; X is November 2016,March 2007,False,True
328,Roger Bennett:(March 2007)::Frank J. Dodd:X; X is June 2008,May 2010,False,True
329,Frank J. Dodd:(May 2010)::Helena Rakoczy:X; X is August 2013,September 2014,False,True
330,Helena Rakoczy:(September 2014)::Gerard Reedy:X; X is March 2016,March 2016,False,False
331,Gerard Reedy:(March 2016)::Lupe Gigliotti:X; X is December 2010,December 2010,True,True
332,Lupe Gigliotti:(December 2010)::Gene Gene the Dancing Machine:X; X is March 2015,March 2015,False,False
333,Gene Gene the Dancing Machine:(March 2015)::JosÃ© Canalejas:X; X is May 2015,May 2015,False,False
334,JosÃ© Canalejas:(May 2015)::Brad Ecklund:X; X is February 2010,February 2010,False,False
335,Brad Ecklund:(February 2010)::Richard Holmlund:X; X is November 2013,October 2011,False,True
336,Richard Holmlund:(October 2011)::Bruno Gamberini:X; X is August 2011,August 2011,False,False
337,Bruno Gamberini:(August 2011)::Meine Pit:X; X is November 2009,February 2014,False,True
338,Meine Pit:(February 2014)::Ardhendu Bhushan Bardhan:X; X is January 2016,January 2016,False,False
339,Ardhendu Bhushan Bardhan:(January 2016)::Kristian Ealey:X; X is May 2016,May 2016,False,False
340,Kristian Ealey:(May 2016)::Placidus Nkalanga:X; X is November 2016,December 2015,False,True
341,Placidus Nkalanga:(December 2015)::Juanita M. Kreps:X; X is July 2010,July 2010,False,False
342,Juanita M. Kreps:(July 2010)::Jean Wishart:X; X is November 2013,November 2016,False,True
343,Jean Wishart:(November 2016)::Doris Pilkington Garimara:X; X is April 2014,April 2014,True,True
344,Doris Pilkington Garimara:(April 2014)::Bob Beaumont:X; X is May 2009,October 2011,False,True
345,Bob Beaumont:(October 2011)::Vic Lynn:X; X is September 2014,December 2010,False,True
346,Vic Lynn:(December 2010)::Sterling Ridge:X; X is April 2012,April 2012,False,False
347,Sterling Ridge:(April 2012)::Leonid Shebarshin:X; X is July 2010,March 2012,False,True
348,Leonid Shebarshin:(March 2012)::Nick Adenhart:X; X is June 2014,April 2009,False,True
349,Nick Adenhart:(April 2009)::Russell W. Peterson:X; X is February 2011,February 2011,False,False
350,Russell W. Peterson:(February 2011)::Joseph Candolfi:X; X is August 2011,August 2011,False,False
351,Joseph Candolfi:(August 2011)::Gene Wilder:X; X is August 2016,August 2016,True,True
352,Gene Wilder:(August 2016)::Dick Hudson:X; X is March 2016,March 2016,False,False
353,Dick Hudson:(March 2016)::Barbara Kelly:X; X is August 2010,January 2007,False,True
354,Barbara Kelly:(January 2007)::Herman Badillo:X; X is January 2011,December 2014,False,True
355,Herman Badillo:(December 2014)::Dick Hoerner:X; X is December 2010,December 2010,False,False
356,Dick Hoerner:(December 2010)::Norman Bridwell:X; X is January 2012,December 2014,False,True
357,Norman Bridwell:(December 2014)::Jim Ross:X; X is May 2011,January 2016,False,True
358,Jim Ross:(January 2016)::Maleli Kunavore:X; X is December 2012,November 2012,True,False
359,Maleli Kunavore:(November 2012)::Natasja Saad:X; X is June 2007,June 2007,True,True
360,Natasja Saad:(June 2007)::Debbie Reynolds:X; X is December 2016,December 2016,True,True
361,Debbie Reynolds:(December 2016)::David Cairns:X; X is April 2007,May 2011,True,False
362,David Cairns:(May 2011)::Allan Lawrence:X; X is September 2008,September 2008,False,False
363,Allan Lawrence:(September 2008)::Charles H. Smelser:X; X is November 2011,January 2009,False,True
364,Charles H. Smelser:(January 2009)::Buddy Kerr:X; X is July 2007,November 2006,False,True
365,Buddy Kerr:(November 2006)::Blanca Vela:X; X is February 2015,February 2014,False,True
366,Blanca Vela:(February 2014)::Dale Bumpers:X; X is January 2016,January 2016,True,True
367,Dale Bumpers:(January 2016)::GÃ¶sta Krantz:X; X is December 2008,December 2008,True,True
368,GÃ¶sta Krantz:(December 2008)::Greville Janner:X; X is October 2016,December 2015,False,True
369,Greville Janner:(December 2015)::Clifford Curry:X; X is January 2015,September 2016,False,True
370,Clifford Curry:(September 2016)::Tom Towles:X; X is April 2015,April 2015,True,True
371,Tom Towles:(April 2015)::Lou Saban:X; X is March 2009,March 2009,True,True
372,"Lou Saban:(March 2009)::^ Elaine Woo (2012-02-23). ""Barney Rosset:X; X is February 2012",February 2012,True,True
373,"^ Elaine Woo (2012-02-23). ""Barney Rosset:(February 2012)::Bob Kennedy:X; X is April 2016",July 2010,False,True
374,Bob Kennedy:(July 2010)::Lew Carpenter:X; X is July 2007,November 2010,False,True
375,Lew Carpenter:(November 2010)::AngÃ©lico Vieira:X; X is June 2011,June 2011,True,True
376,AngÃ©lico Vieira:(June 2011)::Mark Reeds:X; X is April 2015,April 2015,True,True
377,"Mark Reeds:(April 2015)::Notable convicted drug traffickers executed by Indonesian firing squad:[560]Andrew Chan:X; X is April 2015",April 2015,True,True
378,"Notable convicted drug traffickers executed by Indonesian firing squad:[560]Andrew Chan:(April 2015)::Terry Blair:X; X is June 2014",June 2014,False,False
379,Terry Blair:(June 2014)::Sigrid Schjetne:X; X is September 2012,September 2012,True,True
380,Sigrid Schjetne:(September 2012)::Dragan Holcer:X; X is January 2015,September 2015,False,True
381,Dragan Holcer:(September 2015)::Freddy Bienstock:X; X is June 2015,September 2009,False,True
382,Freddy Bienstock:(September 2009)::Kyle Jean-Baptiste:X; X is March 2011,August 2015,False,True
383,Kyle Jean-Baptiste:(August 2015)::Frans Vermeyen:X; X is February 2009,January 2014,False,True
384,Frans Vermeyen:(January 2014)::Aziz Sedki:X; X is February 2011,January 2008,False,True
385,Aziz Sedki:(January 2008)::Jules Ancion:X; X is January 2011,November 2011,False,True
386,Jules Ancion:(November 2011)::Herm Schneidman:X; X is August 2008,August 2008,False,False
387,Herm Schneidman:(August 2008)::DeVan Dallas:X; X is April 2013,November 2016,False,True
388,DeVan Dallas:(November 2016)::Bill Binder:X; X is January 2010,January 2010,False,False
389,Bill Binder:(January 2010)::Shinya Taniguchi:X; X is July 2012,September 2013,False,True
390,Shinya Taniguchi:(September 2013)::Tommy Morrison:X; X is September 2013,September 2013,False,False
391,Tommy Morrison:(September 2013)::Wilfred Agbonavbare:X; X is August 2014,January 2015,False,True
392,Wilfred Agbonavbare:(January 2015)::Ian Rilen:X; X is June 2010,October 2006,False,True
393,Ian Rilen:(October 2006)::Buddy Freitag:X; X is April 2015,May 2012,True,False
394,Buddy Freitag:(May 2012)::Jim Kelley:X; X is November 2010,November 2010,False,False
395,Jim Kelley:(November 2010)::Irwin Caplan:X; X is March 2014,February 2007,False,True
396,Irwin Caplan:(February 2007)::Matthew Dickens:X; X is February 2013,January 2013,False,True
397,Matthew Dickens:(January 2013)::Gary Richrath:X; X is September 2015,September 2015,True,True
398,Gary Richrath:(September 2015)::Derek Vonberg:X; X is April 2015,April 2015,False,False
399,Derek Vonberg:(April 2015)::LeÃ_n Febres Cordero:X; X is December 2008,December 2008,True,True
400,LeÃ_n Febres Cordero:(December 2008)::Warren Perkins:X; X is September 2014,September 2014,False,False
401,Warren Perkins:(September 2014)::Yorman Landa:X; X is December 2016,December 2016,True,True
402,Yorman Landa:(December 2016)::Reno Bertoia:X; X is June 2016,April 2011,False,True
403,Reno Bertoia:(April 2011)::Lance Hahn:X; X is August 2016,October 2007,False,True
404,Lance Hahn:(October 2007)::Edmund Collins:X; X is May 2010,August 2014,False,True
405,Edmund Collins:(August 2014)::Jacques Georges Habib Hafouri:X; X is May 2011,May 2011,False,False
406,Jacques Georges Habib Hafouri:(May 2011)::Martin Sandberger:X; X is March 2010,March 2010,False,False
407,Martin Sandberger:(March 2010)::Matulidi Jusoh:X; X is May 2015,May 2015,False,False
408,Matulidi Jusoh:(May 2015)::RaÃºl CÃ¡rdenas:X; X is June 2010,March 2016,False,True
409,RaÃºl CÃ¡rdenas:(March 2016)::Karl-Alfred Jacobsson:X; X is March 2015,March 2015,False,False
410,Karl-Alfred Jacobsson:(March 2015)::Ellie Greenwich:X; X is July 2010,August 2009,False,True
411,Ellie Greenwich:(August 2009)::JesÃºs de Polanco:X; X is July 2007,July 2007,True,True
412,JesÃºs de Polanco:(July 2007)::Ruth Springford:X; X is November 2010,November 2010,False,False
413,Ruth Springford:(November 2010)::Ian Wells:X; X is November 2013,January 2013,False,True
414,Ian Wells:(January 2013)::Milo Hamilton:X; X is January 2012,September 2015,False,True
415,Milo Hamilton:(September 2015)::Alejandro Romay:X; X is July 2010,June 2015,False,True
416,Alejandro Romay:(June 2015)::Grady Allen:X; X is July 2015,December 2012,False,True
417,Grady Allen:(December 2012)::Sir Wallace Rae:X; X is January 2013,March 2006,False,True
418,Sir Wallace Rae:(March 2006)::Justin Kaplan:X; X is March 2014,March 2014,False,False
419,Justin Kaplan:(March 2014)::Origa:X; X is January 2016,January 2015,False,True
420,Origa:(January 2015)::Rory Ellinger:X; X is December 2008,April 2014,False,True
421,Rory Ellinger:(April 2014)::Harihar Swain:X; X is October 2012,October 2012,False,False
422,Harihar Swain:(October 2012)::Lothar SpÃ_th:X; X is March 2016,March 2016,True,True
423,Lothar SpÃ_th:(March 2016)::Emmanuel LÃª Phong ThuÃ¢n:X; X is February 2010,October 2010,False,True
424,Emmanuel LÃª Phong ThuÃ¢n:(October 2010)::AdÃ¡n MartÃ_n Menis:X; X is October 2010,October 2010,False,False
425,AdÃ¡n MartÃ_n Menis:(October 2010)::Osvaldo ÃÅlvarez Guerrero:X; X is September 2013,July 2008,False,True
426,Osvaldo ÃÅlvarez Guerrero:(July 2008)::Damiano Damiani:X; X is October 2008,March 2013,False,True
427,Damiano Damiani:(March 2013)::Sergio Lauricella:X; X is October 2016,May 2008,False,True
428,Sergio Lauricella:(May 2008)::Zeb Alley:X; X is July 2013,July 2013,True,True
429,Zeb Alley:(July 2013)::Panagiotis Poikilidis:X; X is May 2014,May 2014,False,False
430,Panagiotis Poikilidis:(May 2014)::Carla Laemmle:X; X is June 2014,June 2014,False,False
431,Carla Laemmle:(June 2014)::Anne Francis:X; X is January 2011,January 2011,True,True
432,Anne Francis:(January 2011)::Pat Summitt:X; X is June 2016,June 2016,False,False
433,Pat Summitt:(June 2016)::Gustavo Eberto:X; X is September 2007,September 2007,True,True
434,Gustavo Eberto:(September 2007)::Brendan Lyons:X; X is June 2016,September 2010,False,True
435,Brendan Lyons:(September 2010)::Valentin Kornev:X; X is January 2010,November 2016,False,True
436,Valentin Kornev:(November 2016)::Valdis MuiÅ_nieks:X; X is November 2013,November 2013,False,False
437,Valdis MuiÅ_nieks:(November 2013)::Aase Bjerkholt:X; X is August 2012,August 2012,False,False
438,Aase Bjerkholt:(August 2012)::Kostas Andriopoulos:X; X is February 2011,February 2011,False,False
439,Kostas Andriopoulos:(February 2011)::Bud Andrews:X; X is March 2014,August 2014,False,True
440,Bud Andrews:(August 2014)::Richard L. Williams:X; X is August 2013,February 2011,False,True
441,Richard L. Williams:(February 2011)::Rory Markas:X; X is January 2010,January 2010,False,False
442,Rory Markas:(January 2010)::Sparky Anderson:X; X is November 2010,November 2010,True,True
443,Sparky Anderson:(November 2010)::Doug Buffone:X; X is April 2015,April 2015,True,True
444,Doug Buffone:(April 2015)::Gilles Tremblay:X; X is December 2016,November 2014,False,True
445,Gilles Tremblay:(November 2014)::Sir Peter Gwynn-Jones:X; X is August 2010,August 2010,True,True
446,Sir Peter Gwynn-Jones:(August 2010)::Thomas S. Crow:X; X is November 2008,November 2008,False,False
447,Thomas S. Crow:(November 2008)::Nevin Spence:X; X is November 2013,September 2012,False,True
448,Nevin Spence:(September 2012)::Pablo Palazuelo:X; X is October 2012,October 2007,False,True
449,Pablo Palazuelo:(October 2007)::Joe Krol:X; X is July 2012,December 2008,False,True
450,Joe Krol:(December 2008)::Brian Cadle:X; X is November 2015,November 2015,False,False
451,Brian Cadle:(November 2015)::Shelagh Delaney:X; X is November 2011,November 2011,False,False
452,Shelagh Delaney:(November 2011)::Harvey Stevens:X; X is October 2010,December 2016,False,True
453,Harvey Stevens:(December 2016)::Zarkus Poussa:X; X is November 2006,January 2016,False,True
454,Zarkus Poussa:(January 2016)::Fred Whitfield:X; X is January 2013,January 2013,False,False
455,Fred Whitfield:(January 2013)::Kay McFarland:X; X is August 2015,August 2015,False,False
456,Kay McFarland:(August 2015)::Thomas Berger:X; X is July 2014,July 2014,True,True
457,Thomas Berger:(July 2014)::Bonnie Lynn Fields:X; X is November 2012,November 2012,True,True
458,Bonnie Lynn Fields:(November 2012)::Vladimir Popovkin:X; X is June 2014,June 2014,False,False
459,Vladimir Popovkin:(June 2014)::William Wilson:X; X is May 2015,May 2015,False,False
460,William Wilson:(May 2015)::Mohammed Bassiouni:X; X is September 2011,September 2011,False,False
461,Mohammed Bassiouni:(September 2011)::John-David Schofield:X; X is October 2013,October 2013,False,False
462,John-David Schofield:(October 2013)::Jack King:X; X is June 2015,June 2015,False,False
463,Jack King:(June 2015)::Ajahn Maha Bua:X; X is July 2010,January 2011,True,False
464,Ajahn Maha Bua:(January 2011)::Piergiorgio Nesti:X; X is December 2009,December 2009,False,False
465,Piergiorgio Nesti:(December 2009)::Evelyn Keyes:X; X is July 2008,July 2008,True,True
466,Evelyn Keyes:(July 2008)::Lloyd House:X; X is January 2015,January 2015,False,False
467,Lloyd House:(January 2015)::Patricia Merbreier:X; X is April 2010,June 2011,False,True
468,Patricia Merbreier:(June 2011)::Naken Kyrykbaev:X; X is April 2015,April 2015,False,False
469,Naken Kyrykbaev:(April 2015)::Risley C. Triche:X; X is August 2008,June 2012,False,True
470,Risley C. Triche:(June 2012)::William Mgimwa:X; X is February 2012,January 2014,False,True
471,William Mgimwa:(January 2014)::RÃ©my Vogel:X; X is October 2016,October 2016,False,False
472,RÃ©my Vogel:(October 2016)::Jasjit Singh:X; X is February 2014,August 2013,False,True
473,Jasjit Singh:(August 2013)::George Kohut:X; X is September 2014,May 2014,False,True
474,George Kohut:(May 2014)::Yuriy Dumchev:X; X is February 2011,February 2016,False,True
475,Yuriy Dumchev:(February 2016)::Nao Takasugi:X; X is November 2009,November 2009,True,True
476,Nao Takasugi:(November 2009)::Warwick Parer:X; X is March 2014,March 2014,False,False
477,Warwick Parer:(March 2014)::Bob Chappuis:X; X is November 2010,June 2012,False,True
478,Bob Chappuis:(June 2012)::John H. Reed:X; X is January 2012,October 2012,False,True
479,John H. Reed:(October 2012)::Gordon Fairweather:X; X is December 2008,December 2008,False,False
480,Gordon Fairweather:(December 2008)::Bill Werle:X; X is November 2010,November 2010,False,False
481,Bill Werle:(November 2010)::Jack Gold:X; X is August 2015,August 2015,False,False
482,Jack Gold:(August 2015)::Charles A. Hines:X; X is July 2013,July 2013,False,False
483,Charles A. Hines:(July 2013)::Kurtis Haiu:X; X is April 2016,April 2016,True,True
484,Kurtis Haiu:(April 2016)::Jean-Claude Gasigwa:X; X is January 2015,January 2015,True,True
485,Jean-Claude Gasigwa:(January 2015)::Ib Olsen:X; X is November 2009,November 2009,False,False
486,Ib Olsen:(November 2009)::Jan Wejchert:X; X is December 2016,October 2009,False,True
487,Jan Wejchert:(October 2009)::Gamani Corea:X; X is January 2014,November 2013,False,True
488,Gamani Corea:(November 2013)::Larry Block:X; X is October 2012,October 2012,False,False
489,Larry Block:(October 2012)::Claude Lefebvre:X; X is January 2016,January 2016,False,False
490,Claude Lefebvre:(January 2016)::Bronzell Miller:X; X is June 2013,December 2013,False,True
491,Bronzell Miller:(December 2013)::Artur da TÃ¡vola:X; X is December 2015,May 2008,False,True
492,Artur da TÃ¡vola:(May 2008)::Peter Liba:X; X is January 2011,June 2007,False,True
493,Peter Liba:(June 2007)::Mordechai Eliyahu:X; X is June 2010,June 2010,True,True
494,Mordechai Eliyahu:(June 2010)::Justin Marie Bomboko:X; X is December 2016,April 2014,False,True
495,Justin Marie Bomboko:(April 2014)::Alan Hirschfield:X; X is January 2015,January 2015,False,False
496,Alan Hirschfield:(January 2015)::Jay Van Noy:X; X is March 2016,November 2010,False,True
497,Jay Van Noy:(November 2010)::Ken Lucas:X; X is August 2014,August 2014,False,False
498,Ken Lucas:(August 2014)::Alba Bouwer:X; X is October 2010,October 2010,False,False
499,Alba Bouwer:(October 2010)::Matt Price:X; X is November 2007,November 2007,False,False
500,Matt Price:(November 2007)::Tom Marr:X; X is August 2013,July 2016,False,True
501,Tom Marr:(July 2016)::Robert E. Cooper Sr.:X; X is July 2011,July 2016,True,False
502,Robert E. Cooper Sr.:(July 2016)::John S. Boskovich:X; X is September 2006,September 2006,True,True
503,John S. Boskovich:(September 2006)::Geraint Stanley Jones:X; X is July 2009,August 2015,False,True
504,Geraint Stanley Jones:(August 2015)::Jim Freeman:X; X is August 2015,August 2015,False,False
505,Jim Freeman:(August 2015)::Jess Cain:X; X is April 2013,February 2008,False,True
506,Jess Cain:(February 2008)::Kenneth B. Lee:X; X is August 2016,December 2010,False,True
507,Kenneth B. Lee:(December 2010)::Paul Meier:X; X is August 2011,August 2011,False,False
508,Paul Meier:(August 2011)::Abbas-Ali Amid Zanjani:X; X is October 2011,October 2011,False,False
509,Abbas-Ali Amid Zanjani:(October 2011)::Patricia Scott:X; X is December 2016,October 2016,False,True
510,Patricia Scott:(October 2016)::Jimmy Walker:X; X is September 2014,July 2007,False,True
511,Jimmy Walker:(July 2007)::MichÃ¨le Morgan:X; X is December 2014,December 2016,False,True
512,MichÃ¨le Morgan:(December 2016)::Matt Carragher:X; X is December 2016,December 2016,False,False
513,Matt Carragher:(December 2016)::Charles ToubÃ©:X; X is January 2006,August 2016,False,True
514,Charles ToubÃ©:(August 2016)::Allan King:X; X is April 2010,June 2009,False,True
515,Allan King:(June 2009)::Bob Crow:X; X is March 2014,March 2014,True,True
516,Bob Crow:(March 2014)::Armando Tobar:X; X is May 2011,November 2016,False,True
517,Armando Tobar:(November 2016)::John Henry Johnson:X; X is June 2011,June 2011,True,True
518,John Henry Johnson:(June 2011)::Jacques Grimonpon:X; X is July 2014,January 2013,False,True
519,Jacques Grimonpon:(January 2013)::Rose Francine RogombÃ©:X; X is November 2011,April 2015,False,True
520,Rose Francine RogombÃ©:(April 2015)::Mike Kelly:X; X is December 2016,December 2016,False,False
521,Mike Kelly:(December 2016)::Hazel Adair:X; X is February 2008,November 2015,False,True
522,Hazel Adair:(November 2015)::Bille Brown:X; X is January 2013,January 2013,True,True
523,Bille Brown:(January 2013)::Martial CÃ©lestin:X; X is September 2013,February 2011,False,True
524,Martial CÃ©lestin:(February 2011)::Bobo Osborne:X; X is April 2011,April 2011,False,False
525,Bobo Osborne:(April 2011)::Abdullah of Saudi Arabia:X; X is June 2014,January 2015,False,True
526,Abdullah of Saudi Arabia:(January 2015)::Chris Sievey:X; X is February 2012,June 2010,False,True
527,Chris Sievey:(June 2010)::Theodore T. Jones:X; X is March 2012,November 2012,False,True
528,Theodore T. Jones:(November 2012)::Allen Jacobs:X; X is June 2011,April 2014,False,True
529,Allen Jacobs:(April 2014)::John Reid:X; X is April 2014,January 2016,False,True
530,John Reid:(January 2016)::Matthias Joseph Isuja:X; X is April 2016,April 2016,False,False
531,Matthias Joseph Isuja:(April 2016)::Billy Ward:X; X is July 2016,August 2013,False,True
532,Billy Ward:(August 2013)::Peter Yates:X; X is January 2011,January 2011,False,False
533,Peter Yates:(January 2011)::Clint Ritchie:X; X is January 2009,January 2009,True,True
534,Clint Ritchie:(January 2009)::Christina Grimmie:X; X is March 2016,June 2016,True,False
535,Christina Grimmie:(June 2016)::Jim Pleass:X; X is February 2016,February 2016,False,False
536,Jim Pleass:(February 2016)::Mary Lee Robb Cline:X; X is August 2006,August 2006,False,False
537,Mary Lee Robb Cline:(August 2006)::Jack Gordon:X; X is May 2011,May 2011,False,False
538,Jack Gordon:(May 2011)::Bobby McIlvenny:X; X is May 2016,May 2016,False,False
539,Bobby McIlvenny:(May 2016)::Jean Baeza:X; X is July 2014,February 2011,False,True
540,Jean Baeza:(February 2011)::Jean Melzer:X; X is April 2013,June 2013,False,True
541,Jean Melzer:(June 2013)::Neil McNeill:X; X is March 2014,February 2009,False,True
542,Neil McNeill:(February 2009)::Anne-Sylvie Mouzon:X; X is September 2013,September 2013,False,False
543,Anne-Sylvie Mouzon:(September 2013)::John Olguin:X; X is April 2011,January 2011,False,True
544,John Olguin:(January 2011)::George Ho:X; X is January 2015,June 2014,False,True
545,George Ho:(June 2014)::Zina Bethune:X; X is October 2011,February 2012,True,False
546,Zina Bethune:(February 2012)::Jim Appleby:X; X is January 2014,January 2014,False,False
547,Jim Appleby:(January 2014)::Rafael Addiego Bruno:X; X is February 2014,February 2014,False,False
548,Rafael Addiego Bruno:(February 2014)::Jesse Pintado:X; X is June 2011,August 2006,False,True
549,Jesse Pintado:(August 2006)::Karl Kassulke:X; X is April 2009,October 2008,False,True
550,Karl Kassulke:(October 2008)::Mickey Rose:X; X is December 2011,April 2013,False,True
551,Mickey Rose:(April 2013)::Doug Griffin:X; X is July 2016,July 2016,False,False
552,Doug Griffin:(July 2016)::Richard Rodney Bennett:X; X is January 2015,December 2012,False,True
553,Richard Rodney Bennett:(December 2012)::Edward Albee:X; X is September 2016,September 2016,True,True
554,Edward Albee:(September 2016)::Alvin Wiederspahn:X; X is December 2008,October 2014,False,True
555,Alvin Wiederspahn:(October 2014)::Jean-Yves Besselat:X; X is March 2012,March 2012,False,False
556,Jean-Yves Besselat:(March 2012)::Gerard Batliner:X; X is September 2016,June 2008,False,True
557,Gerard Batliner:(June 2008)::Marcella Althaus-Reid:X; X is June 2016,February 2009,False,True
558,Marcella Althaus-Reid:(February 2009)::JosÃ© Afonso Ribeiro:X; X is November 2009,November 2009,False,False
559,JosÃ© Afonso Ribeiro:(November 2009)::John Treadgold:X; X is May 2011,February 2015,False,True
560,John Treadgold:(February 2015)::Leslie Thomas:X; X is October 2014,May 2014,False,True
561,"Leslie Thomas:(May 2014)::^ Megan McDonough (2012-08-09). ""John J. Phelan Jr.:X; X is August 2012",August 2012,False,False
562,"^ Megan McDonough (2012-08-09). ""John J. Phelan Jr.:(August 2012)::Rauni Mollberg:X; X is August 2016",October 2007,False,True
563,Rauni Mollberg:(October 2007)::Mufti Mohammad Sayeed:X; X is January 2016,January 2016,True,True
564,Mufti Mohammad Sayeed:(January 2016)::Lonnie Mack:X; X is July 2010,April 2016,False,True
565,Lonnie Mack:(April 2016)::Nicholas Katzenbach:X; X is July 2010,May 2012,False,True
566,Nicholas Katzenbach:(May 2012)::Malcolm Browne:X; X is August 2012,August 2012,True,True
567,Malcolm Browne:(August 2012)::Claire Betz:X; X is December 2014,February 2014,False,True
568,Claire Betz:(February 2014)::Gisela Mota Ocampo:X; X is January 2016,January 2016,True,True
569,Gisela Mota Ocampo:(January 2016)::Frazier Mohawk:X; X is December 2016,June 2012,False,True
570,Frazier Mohawk:(June 2012)::Julio Grondona:X; X is January 2009,July 2014,False,True
571,Julio Grondona:(July 2014)::Kathryn Joosten:X; X is June 2012,June 2012,True,True
572,Kathryn Joosten:(June 2012)::Mogens Glistrup:X; X is July 2008,July 2008,False,False
573,Mogens Glistrup:(July 2008)::Joyce Ingalls:X; X is August 2015,August 2015,False,False
574,Joyce Ingalls:(August 2015)::Marpessa Dawn:X; X is August 2008,August 2008,True,True
575,Marpessa Dawn:(August 2008)::Anne Pressly:X; X is October 2008,October 2008,True,True
576,Anne Pressly:(October 2008)::Benny Woit:X; X is October 2014,December 2016,False,True
577,Benny Woit:(December 2016)::Judi Ann Mason:X; X is July 2009,July 2009,True,True
578,Judi Ann Mason:(July 2009)::Thomas Crowley:X; X is March 2015,August 2013,False,True
579,Thomas Crowley:(August 2013)::Raymond Cusick:X; X is February 2013,February 2013,True,True
580,Raymond Cusick:(February 2013)::Ivan Biakov:X; X is November 2009,November 2009,False,False
581,Ivan Biakov:(November 2009)::Edmund Bruggmann:X; X is November 2016,June 2014,False,True
582,Edmund Bruggmann:(June 2014)::Bill Dineen:X; X is March 2011,December 2016,False,True
583,Bill Dineen:(December 2016)::Dick Giordano:X; X is April 2010,March 2010,True,False
584,Dick Giordano:(March 2010)::Terence Rigby:X; X is February 2011,August 2008,False,True
585,Terence Rigby:(August 2008)::Rosalie Ritz:X; X is April 2008,April 2008,False,False
586,Rosalie Ritz:(April 2008)::Mauril BÃ©langer:X; X is August 2016,August 2016,True,True
587,Mauril BÃ©langer:(August 2016)::Karlheinz BÃ¶hm:X; X is May 2014,May 2014,True,True
588,Karlheinz BÃ¶hm:(May 2014)::Bob Bignall:X; X is August 2013,August 2013,False,False
589,Bob Bignall:(August 2013)::Arthur Wightman:X; X is November 2014,January 2013,False,True
590,Arthur Wightman:(January 2013)::Balram Jakhar:X; X is February 2016,February 2016,True,True
591,Balram Jakhar:(February 2016)::Elmer Wingate:X; X is October 2013,February 2016,False,True
592,Elmer Wingate:(February 2016)::Lucio Quarantotto:X; X is July 2012,July 2012,True,True
593,Lucio Quarantotto:(July 2012)::Chet Giermak:X; X is March 2015,March 2015,False,False
594,Chet Giermak:(March 2015)::Peter Callanan:X; X is October 2009,October 2009,False,False
