,Prompt,Correct Object,GPT-reply,Status
268,Bill Cosby:(1937-07-12)::Joan Didion:X; X is 1954-03-01,1934-12-05,False,True
269,Joan Didion:(1934-12-05)::Peter Falk:X; X is 1936-04-29,1927-09-16,False,True
270,Peter Falk:(1927-09-16)::William S Gilbert:X; X is 1939-05-06,1836-11-18,False,True
271,William S Gilbert:(1836-11-18)::James Conlon:X; X is 1971-09-07,1950-03-18,False,True
272,James Conlon:(1950-03-18)::Leontyne Price:X; X is 1950-12-12,1927-02-10,False,True
273,Leontyne Price:(1927-02-10)::Boutros Boutros-Ghali:X; X is 1922-11-14,1922-11-14,True,True
274,Boutros Boutros-Ghali:(1922-11-14)::Mark Philippoussis:X; X is 1976-11-07,1976-11-07,True,True
275,Mark Philippoussis:(1976-11-07)::Barry Switzer:X; X is 1937-10-05,1937-10-05,False,False
276,Barry Switzer:(1937-10-05)::Sylvia Plath:X; X is 1962-02-21,1932-10-27,False,True
277,Sylvia Plath:(1932-10-27)::Martha Stewart:X; X is 1941-08-03,1941-08-03,True,True
278,Martha Stewart:(1941-08-03)::Gregory B Craig:X; X is 1945-03-04,1945-03-04,True,True
279,Gregory B Craig:(1945-03-04)::Mike Piazza:X; X is 1932-12-21,1968-09-04,False,True
280,Mike Piazza:(1968-09-04)::Albert Costa:X; X is 1975-06-25,1975-06-25,True,True
281,Albert Costa:(1975-06-25)::Mark Messier:X; X is 1915-06-10,1961-01-18,False,True
282,Mark Messier:(1961-01-18)::James E Rogan:X; X is 1957-08-21,1957-08-21,False,False
283,James E Rogan:(1957-08-21)::Lee C Bollinger:X; X is 1946-04-30,1946-04-30,True,True
284,Lee C Bollinger:(1946-04-30)::Gennifer Flowers:X; X is 1950-01-24,1950-01-24,False,False
285,Gennifer Flowers:(1950-01-24)::Emily Dickinson:X; X is 1948-06-13,1830-12-10,False,True
286,Emily Dickinson:(1830-12-10)::Ruth Laredo:X; X is 1937-11-20,1937-11-20,True,True
287,Ruth Laredo:(1937-11-20)::Anne Morrow Lindbergh:X; X is 1951-01-30,1906-06-22,False,True
288,Anne Morrow Lindbergh:(1906-06-22)::Kenneth Branagh:X; X is 1960-12-10,1960-12-10,True,True
289,Kenneth Branagh:(1960-12-10)::Leon Botstein:X; X is 1971-03-12,1946-12-14,False,True
290,Leon Botstein:(1946-12-14)::Reed E Hundt:X; X is 1948-03-03,1948-03-03,True,True
291,Reed E Hundt:(1948-03-03)::F Scott Fitzgerald:X; X is 1966-11-19,1896-09-24,False,True
292,F Scott Fitzgerald:(1896-09-24)::Glen Sather:X; X is 1947-11-08,1943-09-02,True,False
293,Glen Sather:(1943-09-02)::Adam Guettel:X; X is 1904-10-02,1964-12-16,False,True
294,Adam Guettel:(1964-12-16)::Andrew Golota:X; X is 1943-11-10,1968-01-05,False,True
295,Andrew Golota:(1968-01-05)::David Koresh:X; X is 1924-06-12,1959-08-17,False,True
296,David Koresh:(1959-08-17)::Lou Dobbs:X; X is 1945-09-24,1945-09-24,True,True
297,Lou Dobbs:(1945-09-24)::Alan Furst:X; X is 1941-03-16,1941-02-20,False,True
298,Alan Furst:(1941-02-20)::Virginia Woolf:X; X is 1882-01-25,1882-01-25,True,True
299,Virginia Woolf:(1882-01-25)::Norah Jones:X; X is 1979-03-30,1979-03-30,True,True
300,Norah Jones:(1979-03-30)::Regis Philbin:X; X is 1948-08-03,1931-08-25,False,True
301,Regis Philbin:(1931-08-25)::Peter Leko:X; X is 1979-09-08,1979-09-08,True,True
302,Peter Leko:(1979-09-08)::Aleksei Yagudin:X; X is 1959-11-07,1980-03-18,False,True
303,Aleksei Yagudin:(1980-03-18)::Keith Jarrett:X; X is 1945-05-08,1945-05-08,True,True
304,Keith Jarrett:(1945-05-08)::Mandy Patinkin:X; X is 1952-11-30,1952-11-30,True,True
305,Mandy Patinkin:(1952-11-30)::Benjamin Britten:X; X is 1963-12-03,1913-11-22,False,True
306,Benjamin Britten:(1913-11-22)::Don Henley:X; X is 1939-07-15,1947-07-22,True,False
307,Don Henley:(1947-07-22)::Joba Chamberlain:X; X is 1959-11-09,1985-09-23,False,True
308,Joba Chamberlain:(1985-09-23)::Rod R Blagojevich:X; X is 1956-12-10,1956-12-10,True,True
309,Rod R Blagojevich:(1956-12-10)::Michael Ondaatje:X; X is 1943-09-12,1943-09-12,True,True
310,Michael Ondaatje:(1943-09-12)::Judith Steinberg Dean:X; X is 1953-05-09,1953-05-09,True,True
311,Judith Steinberg Dean:(1953-05-09)::Ousmane Zongo:X; X is 1948-11-17,1960-01-01,False,True
312,Ousmane Zongo:(1960-01-01)::Richard Wagner:X; X is 1946-12-25,1813-05-22,False,True
313,Richard Wagner:(1813-05-22)::Ronald S Lauder:X; X is 1970-12-01,1944-02-26,False,True
314,Ronald S Lauder:(1944-02-26)::John Mortimer:X; X is 1954-03-09,1923-04-21,False,True
315,John Mortimer:(1923-04-21)::Rickey Henderson:X; X is 1958-12-25,1958-12-25,True,True
316,Rickey Henderson:(1958-12-25)::LeBron James:X; X is 1984-12-30,1984-12-30,True,True
317,LeBron James:(1984-12-30)::George F Will:X; X is 1928-06-04,1941-05-04,False,True
318,George F Will:(1941-05-04)::Tom Glavine:X; X is 1951-07-28,1966-03-25,False,True
319,Tom Glavine:(1966-03-25)::Scottie Pippen:X; X is 1965-09-25,1965-09-25,True,True
320,Scottie Pippen:(1965-09-25)::Jeff Van Gundy:X; X is 1809-01-19,1962-01-19,False,True
321,Jeff Van Gundy:(1962-01-19)::Milton Friedman:X; X is 1912-07-31,1912-07-31,True,True
322,Milton Friedman:(1912-07-31)::Mary Ellen Clark:X; X is 1962-12-25,1962-12-25,False,False
323,Mary Ellen Clark:(1962-12-25)::Peter Mandelson:X; X is 1933-08-20,1953-10-12,False,True
324,Peter Mandelson:(1953-10-12)::Shoko Asahara:X; X is 1955-03-02,1955-03-02,True,True
325,Shoko Asahara:(1955-03-02)::Mario Cipollini:X; X is 1945-05-31,1967-03-22,False,True
326,Mario Cipollini:(1967-03-22)::Kathleen Kennedy Townsend:X; X is 1938-05-25,1951-07-04,False,True
327,Kathleen Kennedy Townsend:(1951-07-04)::James E McGreevey:X; X is 1957-08-06,1957-08-06,True,True
328,James E McGreevey:(1957-08-06)::Lucien Bouchard:X; X is 1938-12-22,1938-12-22,True,True
329,Lucien Bouchard:(1938-12-22)::Sol LeWitt:X; X is 1949-05-11,1928-09-09,False,True
330,Sol LeWitt:(1928-09-09)::Stephen Daldry:X; X is 1932-08-01,1960-05-02,False,True
331,Stephen Daldry:(1960-05-02)::Yasuo Hamanaka:X; X is 1950-01-01,1950-01-01,False,False
332,Yasuo Hamanaka:(1950-01-01)::William H Rehnquist:X; X is 1928-03-18,1924-10-01,False,True
333,William H Rehnquist:(1924-10-01)::David Ives:X; X is 1962-11-12,1950-07-11,False,True
334,David Ives:(1950-07-11)::Jay Payton:X; X is 1975-11-22,1975-11-22,False,False
335,Jay Payton:(1975-11-22)::Lynne F Stewart:X; X is 1931-01-06,1939-10-08,False,True
336,Lynne F Stewart:(1939-10-08)::Edward Steichen:X; X is 1989-07-23,1879-03-27,False,True
337,Edward Steichen:(1879-03-27)::Zubin Mehta:X; X is 1948-03-14,1936-04-29,False,True
338,Zubin Mehta:(1936-04-29)::Jeffrey Eugenides:X; X is 1946-07-22,1960-03-08,False,True
339,Jeffrey Eugenides:(1960-03-08)::Peter Guber:X; X is 1942-03-01,1942-03-01,True,True
340,Peter Guber:(1942-03-01)::Ira Levin:X; X is 1929-08-27,1929-08-27,True,True
341,Ira Levin:(1929-08-27)::Warren E Buffett:X; X is 1947-07-22,1930-08-30,False,True
342,Warren E Buffett:(1930-08-30)::Bernie Williams:X; X is 1958-02-16,1968-09-13,False,True
343,Bernie Williams:(1968-09-13)::Stuart Appleby:X; X is 1971-05-01,1971-05-01,True,True
344,Stuart Appleby:(1971-05-01)::Indira Gandhi:X; X is 1917-11-19,1917-11-19,True,True
345,Indira Gandhi:(1917-11-19)::Frank Zappa:X; X is 1940-12-21,1940-12-21,True,True
346,Frank Zappa:(1940-12-21)::Susan McDougal:X; X is 1980-07-21,1955-01-01,False,True
347,Susan McDougal:(1955-01-01)::Dario Franchitti:X; X is 1977-10-12,1973-05-19,True,False
348,Dario Franchitti:(1973-05-19)::Warren Hoge:X; X is 1941-01-01,1941-01-01,False,False
349,Warren Hoge:(1941-01-01)::John Noble Wilford:X; X is 1946-10-04,1933-10-04,False,True
350,John Noble Wilford:(1933-10-04)::Burt Rutan:X; X is 1943-06-17,1943-06-17,True,True
351,Burt Rutan:(1943-06-17)::Mickey Kantor:X; X is 1952-09-25,1939-08-07,False,True
352,Mickey Kantor:(1939-08-07)::Khaled Meshal:X; X is 1956-05-28,1956-05-28,True,True
353,Khaled Meshal:(1956-05-28)::Wes Anderson:X; X is 1953-02-21,1969-05-01,False,True
354,Wes Anderson:(1969-05-01)::Rainer Werner Fassbinder:X; X is 1931-03-11,1945-05-31,False,True
355,Rainer Werner Fassbinder:(1945-05-31)::Mike Tyson:X; X is 1966-06-30,1966-06-30,True,True
356,Mike Tyson:(1966-06-30)::Phil Spector:X; X is 1970-03-26,1939-12-26,False,True
357,Phil Spector:(1939-12-26)::Amadou Diallo:X; X is 1965-04-16,1975-09-02,False,True
358,Amadou Diallo:(1975-09-02)::Deval L Patrick:X; X is 1968-05-30,1956-07-31,False,True
359,Deval L Patrick:(1956-07-31)::Marc Rich:X; X is 1912-05-17,1934-12-18,False,True
360,Marc Rich:(1934-12-18)::Bernard Arnault:X; X is 1949-03-05,1949-03-05,True,True
361,Bernard Arnault:(1949-03-05)::Brian Stokes Mitchell:X; X is 1957-10-31,1957-10-31,True,True
362,Brian Stokes Mitchell:(1957-10-31)::Lou Lamoriello:X; X is 1942-10-21,1942-10-21,False,False
363,Lou Lamoriello:(1942-10-21)::Marvin Davis:X; X is 1925-08-28,1925-08-28,False,False
364,Marvin Davis:(1925-08-28)::Dennis C Vacco:X; X is 1952-08-16,1952-08-16,True,True
365,Dennis C Vacco:(1952-08-16)::Riddick Bowe:X; X is 1967-08-10,1967-08-10,True,True
366,Riddick Bowe:(1967-08-10)::Dennis J Kucinich:X; X is 1931-01-05,1946-10-08,False,True
367,Dennis J Kucinich:(1946-10-08)::Peter Matthiessen:X; X is 1927-05-22,1927-05-22,True,True
368,Peter Matthiessen:(1927-05-22)::Daniel Ortega Saavedra:X; X is 1935-03-26,1945-11-11,False,True
369,Daniel Ortega Saavedra:(1945-11-11)::Clint Eastwood:X; X is 1930-05-31,1930-05-31,True,True
370,Clint Eastwood:(1930-05-31)::Michael Caine:X; X is 1933-03-14,1933-03-14,True,True
371,Michael Caine:(1933-03-14)::Whoopi Goldberg:X; X is 1955-11-13,1955-11-13,True,True
372,Whoopi Goldberg:(1955-11-13)::Dan Glickman:X; X is 1946-07-22,1944-11-24,False,True
373,Dan Glickman:(1944-11-24)::Chick Corea:X; X is 1942-06-18,1941-06-12,True,False
374,Chick Corea:(1941-06-12)::Kenny Perry:X; X is 1960-08-10,1960-08-10,False,False
375,Kenny Perry:(1960-08-10)::Jimmy Breslin:X; X is 1946-02-28,1930-10-17,False,True
376,Jimmy Breslin:(1930-10-17)::Tawana Brawley:X; X is 1972-01-01,1972-01-01,False,False
377,Tawana Brawley:(1972-01-01)::Arlen Specter:X; X is 1920-02-25,1930-02-12,True,False
378,Arlen Specter:(1930-02-12)::Frederic Block:X; X is 1934-06-06,1934-06-06,True,True
379,Frederic Block:(1934-06-06)::Jason Robert Brown:X; X is 1973-09-24,1970-06-20,False,True
380,Jason Robert Brown:(1970-06-20)::Chris Broussard:X; X is 1945-02-14,1968-10-28,False,True
381,Chris Broussard:(1968-10-28)::Winona Ryder:X; X is 1971-10-29,1971-10-29,True,True
382,Winona Ryder:(1971-10-29)::Rick Perry:X; X is 1977-06-08,1950-03-04,False,True
383,Rick Perry:(1950-03-04)::David Boies:X; X is 1941-03-11,1941-03-11,True,True
384,David Boies:(1941-03-11)::Mark R Warner:X; X is 1945-03-24,1954-12-15,True,False
385,Mark R Warner:(1954-12-15)::Arnold Palmer:X; X is 1929-09-10,1929-09-10,False,False
386,Arnold Palmer:(1929-09-10)::Kofi Annan:X; X is 1938-04-08,1938-04-08,True,True
387,Kofi Annan:(1938-04-08)::Carl Hiaasen:X; X is 1953-03-12,1953-03-12,True,True
388,Carl Hiaasen:(1953-03-12)::Eero Saarinen:X; X is 1910-08-20,1910-08-20,True,True
389,Eero Saarinen:(1910-08-20)::William Bolcom:X; X is 1945-03-04,1938-05-26,True,False
390,William Bolcom:(1938-05-26)::John W Warner:X; X is 1937-08-06,1927-02-18,False,True
391,John W Warner:(1927-02-18)::William Shatner:X; X is 1931-03-22,1931-03-22,True,True
392,William Shatner:(1931-03-22)::Jon O Newman:X; X is 1946-12-31,1932-01-01,False,True
393,Jon O Newman:(1932-01-01)::Leonard Garment:X; X is 1904-11-17,1924-05-11,False,True
394,Leonard Garment:(1924-05-11)::John James Audubon:X; X is 1785-04-26,1785-04-26,False,False
395,John James Audubon:(1785-04-26)::Denis E Dillon:X; X is 1933-12-21,1933-12-21,False,False
396,Denis E Dillon:(1933-12-21)::Czar of Russia Nicholas II:X; X is 1950-12-11,1868-05-18,False,True
397,Czar of Russia Nicholas II:(1868-05-18)::Richard Li:X; X is 1963-01-02,1966-11-08,False,True
398,Richard Li:(1966-11-08)::John M Deutch:X; X is 1938-07-27,1938-07-27,True,True
399,John M Deutch:(1938-07-27)::Khalid Abdul Muhammad:X; X is 1934-05-06,1948-01-12,False,True
400,Khalid Abdul Muhammad:(1948-01-12)::Santana Moss:X; X is 1979-06-01,1979-06-01,True,True
401,Santana Moss:(1979-06-01)::Harvey L Pitt:X; X is 1945-02-28,1945-02-28,True,True
402,Harvey L Pitt:(1945-02-28)::Curt Schilling:X; X is 1984-08-11,1966-11-14,False,True
403,Curt Schilling:(1966-11-14)::Ichiro Suzuki:X; X is 1950-12-24,1973-10-22,False,True
404,Ichiro Suzuki:(1973-10-22)::Michael Chang:X; X is 1972-02-22,1972-02-22,False,False
405,Michael Chang:(1972-02-22)::Herman Badillo:X; X is 1929-08-21,1929-08-21,False,False
406,Herman Badillo:(1929-08-21)::Norm Coleman:X; X is 1949-08-17,1949-08-17,True,True
407,Norm Coleman:(1949-08-17)::Harry A Blackmun:X; X is 1908-11-12,1908-11-12,True,True
408,Harry A Blackmun:(1908-11-12)::George Burns:X; X is 1972-02-14,1896-01-20,False,True
409,George Burns:(1896-01-20)::Abraham Lincoln:X; X is 1809-02-12,1809-02-12,True,True
410,Abraham Lincoln:(1809-02-12)::Joseph J DioGuardi:X; X is 1963-06-03,1940-09-20,False,True
411,Joseph J DioGuardi:(1940-09-20)::Roger Toussaint:X; X is 1956-01-01,1956-01-01,False,False
412,Roger Toussaint:(1956-01-01)::Mike Jarvis:X; X is 1960-05-09,1945-04-12,False,True
413,Mike Jarvis:(1945-04-12)::W Ann Reynolds:X; X is 1957-02-11,1938-01-01,False,True
414,W Ann Reynolds:(1938-01-01)::Erica Jong:X; X is 1942-03-26,1942-03-26,True,True
415,Erica Jong:(1942-03-26)::John P Murtha:X; X is 1932-06-17,1932-06-17,True,True
416,John P Murtha:(1932-06-17)::Isaac Newton:X; X is 1642-12-25,1642-12-25,True,True
417,Isaac Newton:(1642-12-25)::Frank McCourt:X; X is 1930-08-19,1930-08-19,True,True
418,Frank McCourt:(1930-08-19)::Keith Richards:X; X is 1931-02-06,1943-12-18,False,True
419,Keith Richards:(1943-12-18)::James L Barksdale:X; X is 1943-01-24,1943-01-24,True,True
420,James L Barksdale:(1943-01-24)::Allan Houston:X; X is 1971-04-20,1971-04-20,True,True
421,Allan Houston:(1971-04-20)::Clarence Thomas:X; X is 1964-04-17,1948-06-23,False,True
422,Clarence Thomas:(1948-06-23)::William J Perry:X; X is 1887-07-28,1927-10-11,False,True
423,William J Perry:(1927-10-11)::Winnie Mandela:X; X is 1936-09-26,1936-09-26,True,True
424,Winnie Mandela:(1936-09-26)::David Foster Wallace:X; X is 1945-02-28,1962-02-21,False,True
425,David Foster Wallace:(1962-02-21)::Todd Bertuzzi:X; X is 1975-02-02,1975-02-02,True,True
426,Todd Bertuzzi:(1975-02-02)::Vladimir Nabokov:X; X is 1937-07-12,1899-04-22,False,True
427,Vladimir Nabokov:(1899-04-22)::Louis Armstrong:X; X is 1900-07-04,1900-07-04,True,True
428,Louis Armstrong:(1900-07-04)::Terrell Davis:X; X is 1966-05-16,1972-10-28,False,True
429,Terrell Davis:(1972-10-28)::Vladimir Guerrero:X; X is 1975-02-09,1975-02-09,True,True
430,Vladimir Guerrero:(1975-02-09)::Theodore C Sorensen:X; X is 1972-03-24,1928-05-08,False,True
431,Theodore C Sorensen:(1928-05-08)::Stewart Cink:X; X is 1948-11-04,1973-05-21,False,True
432,Stewart Cink:(1973-05-21)::Joseph Stalin:X; X is 1921-03-06,1878-12-18,False,True
433,Joseph Stalin:(1878-12-18)::Tibor Kalman:X; X is 1942-11-27,1949-07-06,False,True
434,Tibor Kalman:(1949-07-06)::Alfred Brendel:X; X is 1934-10-24,1931-01-05,False,True
435,Alfred Brendel:(1931-01-05)::Greg Norman:X; X is 1943-06-17,1955-02-10,False,True
436,Greg Norman:(1955-02-10)::John Cusack:X; X is 1966-06-28,1966-06-28,True,True
437,John Cusack:(1966-06-28)::Eli Manning:X; X is 1981-01-03,1981-01-03,True,True
438,Eli Manning:(1981-01-03)::Peter Sis:X; X is 1949-05-11,1949-05-11,True,True
439,Peter Sis:(1949-05-11)::Dick Armey:X; X is 1940-07-07,1940-07-07,True,True
440,Dick Armey:(1940-07-07)::Ali Hassan al- Majid:X; X is 1960-12-14,1941-11-30,False,True
441,Ali Hassan al- Majid:(1941-11-30)::Michael N Castle:X; X is 1939-07-02,1939-07-02,True,True
442,Michael N Castle:(1939-07-02)::Richard Schickel:X; X is 1933-02-10,1933-02-10,False,False
443,Richard Schickel:(1933-02-10)::Virgil Thomson:X; X is 1954-12-26,1896-11-25,False,True
444,Virgil Thomson:(1896-11-25)::Abu Hamza al- Masri:X; X is 1979-06-01,1958-04-15,False,True
445,Abu Hamza al- Masri:(1958-04-15)::Peter Gatien:X; X is 1952-08-08,1952-08-08,True,True
446,Peter Gatien:(1952-08-08)::Moshe Katsav:X; X is 1945-12-05,1945-12-05,True,True
447,Moshe Katsav:(1945-12-05)::Jonathan Lethem:X; X is 1935-09-16,1964-02-19,False,True
448,Jonathan Lethem:(1964-02-19)::Andrew Phillip Cunanan:X; X is 1955-04-27,1969-08-31,False,True
449,Andrew Phillip Cunanan:(1969-08-31)::Scott Rudin:X; X is 1926-02-05,1958-07-14,False,True
450,Scott Rudin:(1958-07-14)::Dottie Pepper:X; X is 1972-02-14,1965-08-17,False,True
451,Dottie Pepper:(1965-08-17)::Bill Bradley:X; X is 1943-07-28,1943-07-28,True,True
452,Bill Bradley:(1943-07-28)::Mohammed Zahir Shah:X; X is 1970-10-12,1914-10-15,False,True
453,Mohammed Zahir Shah:(1914-10-15)::Richard Meier:X; X is 1934-10-12,1934-10-12,True,True
454,Richard Meier:(1934-10-12)::Philip Caputo:X; X is 1941-06-10,1941-06-10,True,True
455,Philip Caputo:(1941-06-10)::Edward Gorey:X; X is 1947-01-08,1925-02-22,False,True
456,Edward Gorey:(1925-02-22)::Tony Stewart:X; X is 1971-05-20,1971-05-20,True,True
457,Tony Stewart:(1971-05-20)::Maria Sharapova:X; X is 1987-04-19,1987-04-19,True,True
458,Maria Sharapova:(1987-04-19)::Gwyneth Paltrow:X; X is 1972-09-27,1972-09-27,True,True
459,Gwyneth Paltrow:(1972-09-27)::Michel Camdessus:X; X is 1975-05-10,1933-05-01,False,True
460,Michel Camdessus:(1933-05-01)::Geoffrey Fieger:X; X is 1950-12-23,1950-12-23,True,True
461,Geoffrey Fieger:(1950-12-23)::Gennadi A Zyuganov:X; X is 1944-06-26,1944-06-26,True,True
462,Gennadi A Zyuganov:(1944-06-26)::Brad Leithauser:X; X is 1953-02-27,1953-02-27,True,True
463,Brad Leithauser:(1953-02-27)::Rafael Correa:X; X is 1963-04-06,1963-04-06,True,True
464,Rafael Correa:(1963-04-06)::Carlos Saul Menem:X; X is 1930-07-02,1930-07-02,True,True
465,Carlos Saul Menem:(1930-07-02)::John R Silber:X; X is 1926-08-15,1926-08-15,True,True
466,John R Silber:(1926-08-15)::Kobe Bryant:X; X is 1978-08-23,1978-08-23,False,False
467,Kobe Bryant:(1978-08-23)::Thomas Stearns Eliot:X; X is 1942-08-14,1888-09-26,False,True
468,Thomas Stearns Eliot:(1888-09-26)::Lynn Sherr:X; X is 1972-05-05,1942-03-04,False,True
469,Lynn Sherr:(1942-03-04)::Chelsea Clinton:X; X is 1928-03-18,1980-02-27,False,True
470,Chelsea Clinton:(1980-02-27)::Amr Moussa:X; X is 1936-10-03,1936-10-03,True,True
471,Amr Moussa:(1936-10-03)::Carlos Moya:X; X is 1976-08-27,1976-08-27,True,True
472,Carlos Moya:(1976-08-27)::Judith Nathan:X; X is 1954-12-16,1954-12-16,False,False
473,Judith Nathan:(1954-12-16)::Ryan Leaf:X; X is 1976-05-15,1976-05-15,True,True
474,Ryan Leaf:(1976-05-15)::Ned Rorem:X; X is 1968-09-10,1923-10-23,False,True
475,Ned Rorem:(1923-10-23)::David D McKiernan:X; X is 1968-10-28,1950-12-11,False,True
476,David D McKiernan:(1950-12-11)::Claude Debussy:X; X is 1966-04-02,1862-08-22,False,True
477,Claude Debussy:(1862-08-22)::Ivan G Seidenberg:X; X is 1958-04-15,1946-12-10,False,True
478,Ivan G Seidenberg:(1946-12-10)::Amy Richards:X; X is 1970-01-01,1970-01-01,False,False
479,Amy Richards:(1970-01-01)::Jessye Norman:X; X is 1945-09-15,1945-09-15,True,True
480,Jessye Norman:(1945-09-15)::Andrew Lloyd Webber:X; X is 1928-10-31,1948-03-22,False,True
481,Andrew Lloyd Webber:(1948-03-22)::Robert R Kiley:X; X is 1935-09-16,1935-09-16,False,False
482,Robert R Kiley:(1935-09-16)::Michael Schiavo:X; X is 1963-12-03,1963-12-03,False,False
483,Michael Schiavo:(1963-12-03)::Rudy Tomjanovich:X; X is 1931-01-17,1948-11-24,False,True
484,Rudy Tomjanovich:(1948-11-24)::Elian Gonzalez:X; X is 1951-07-04,1993-12-06,False,True
485,Elian Gonzalez:(1993-12-06)::Nicholson Baker:X; X is 1957-01-07,1957-01-07,False,False
486,Nicholson Baker:(1957-01-07)::Sonny Rollins:X; X is 1930-09-07,1930-09-07,True,True
487,Sonny Rollins:(1930-09-07)::H Carl McCall:X; X is 1958-04-15,1935-10-17,False,True
488,H Carl McCall:(1935-10-17)::Steven P Jobs:X; X is 1925-10-13,1955-02-24,False,True
489,Steven P Jobs:(1955-02-24)::Hank Aaron:X; X is 1934-02-05,1934-02-05,True,True
490,Hank Aaron:(1934-02-05)::Karrie Webb:X; X is 1974-12-21,1974-12-21,True,True
491,Karrie Webb:(1974-12-21)::Grant Hill:X; X is 1964-03-16,1972-10-05,False,True
492,Grant Hill:(1972-10-05)::Brigitte Bardot:X; X is 1966-07-10,1934-09-28,False,True
493,Brigitte Bardot:(1934-09-28)::Howard Stern:X; X is 1954-01-12,1954-01-12,True,True
494,Howard Stern:(1954-01-12)::Robert L Vesco:X; X is 1935-12-04,1935-12-04,True,True
495,Robert L Vesco:(1935-12-04)::Fidel Castro:X; X is 1926-08-13,1926-08-13,True,True
496,Fidel Castro:(1926-08-13)::Rick Santorum:X; X is 1958-05-10,1958-05-10,True,True
497,Rick Santorum:(1958-05-10)::Hans Werner Henze:X; X is 1931-09-02,1926-07-01,False,True
498,Hans Werner Henze:(1926-07-01)::Daniel S Goldin:X; X is 1940-07-23,1940-07-23,False,False
499,Daniel S Goldin:(1940-07-23)::Jose Eduardo Dos Santos:X; X is 1942-08-28,1942-08-28,True,True
500,Jose Eduardo Dos Santos:(1942-08-28)::Marvin Miller:X; X is 1969-09-13,1917-04-14,False,True
501,Marvin Miller:(1917-04-14)::Adrien Brody:X; X is 1943-01-01,1973-04-14,False,True
502,Adrien Brody:(1973-04-14)::Andre Dubus:X; X is 1955-01-22,1936-08-11,False,True
503,Andre Dubus:(1936-08-11)::Warren Sapp:X; X is 1934-04-24,1972-12-19,False,True
504,Warren Sapp:(1972-12-19)::Kevin Spacey:X; X is 1950-07-18,1959-07-26,True,False
505,Kevin Spacey:(1959-07-26)::Bruce Fleisher:X; X is 1948-10-16,1948-10-16,True,True
506,Bruce Fleisher:(1948-10-16)::Stephanie Flanders:X; X is 1968-08-05,1968-08-05,False,False
507,Stephanie Flanders:(1968-08-05)::James H Jr Webb:X; X is 1946-02-09,1946-02-09,False,False
508,James H Jr Webb:(1946-02-09)::Elizabeth Holtzman:X; X is 1934-05-01,1941-08-11,False,True
509,Elizabeth Holtzman:(1941-08-11)::Nancy Kerrigan:X; X is 1969-10-13,1969-10-13,False,False
510,Nancy Kerrigan:(1969-10-13)::Mohammed Riza Pahlevi:X; X is 1919-10-26,1919-10-26,True,True
511,Mohammed Riza Pahlevi:(1919-10-26)::Meir Kahane:X; X is 1932-08-01,1932-08-01,False,False
512,Meir Kahane:(1932-08-01)::Fred Couples:X; X is 1959-10-03,1959-10-03,True,True
513,Fred Couples:(1959-10-03)::Matt Damon:X; X is 1970-10-08,1970-10-08,True,True
514,Matt Damon:(1970-10-08)::William J Broad:X; X is 1896-09-24,1951-03-07,False,True
515,William J Broad:(1951-03-07)::William H Donaldson:X; X is 1931-06-02,1931-06-02,True,True
516,William H Donaldson:(1931-06-02)::Carlos Ghosn:X; X is 1954-03-09,1954-03-09,True,True
517,Carlos Ghosn:(1954-03-09)::Steven Chu:X; X is 1948-02-28,1948-02-28,False,False
518,Steven Chu:(1948-02-28)::Cesar Pelli:X; X is 1926-10-12,1926-10-12,True,True
519,Cesar Pelli:(1926-10-12)::Glenn Gould:X; X is 1932-09-25,1932-09-25,True,True
520,Glenn Gould:(1932-09-25)::Neil Bush:X; X is 1942-05-09,1955-01-22,True,False
521,Neil Bush:(1955-01-22)::Herb Brooks:X; X is 1950-10-03,1937-08-05,False,True
522,Herb Brooks:(1937-08-05)::Tommy R Franks:X; X is 1945-06-17,1945-06-17,True,True
523,Tommy R Franks:(1945-06-17)::Joshua Redman:X; X is 1943-10-13,1969-02-01,False,True
524,Joshua Redman:(1969-02-01)::Rick D Husband:X; X is 1957-07-12,1957-07-12,True,True
525,Rick D Husband:(1957-07-12)::Ismail Khan:X; X is 1949-03-13,1946-01-01,False,True
526,Ismail Khan:(1946-01-01)::Barbara Walters:X; X is 1929-09-25,1929-09-25,True,True
527,Barbara Walters:(1929-09-25)::Gladys Kessler:X; X is 1962-10-03,1938-01-22,False,True
528,Gladys Kessler:(1938-01-22)::Jonathan Larson:X; X is 1946-07-06,1960-02-04,True,False
529,Jonathan Larson:(1960-02-04)::Carrie Fisher:X; X is 1956-10-21,1956-10-21,True,True
530,Carrie Fisher:(1956-10-21)::Mike Figgis:X; X is 1948-02-28,1948-02-28,True,True
531,Mike Figgis:(1948-02-28)::Shira A Scheindlin:X; X is 1946-01-01,1946-01-01,False,False
532,Shira A Scheindlin:(1946-01-01)::Charlie Ward:X; X is 1955-12-03,1970-10-12,False,True
533,Charlie Ward:(1970-10-12)::Macaulay Culkin:X; X is 1980-08-26,1980-08-26,True,True
534,Macaulay Culkin:(1980-08-26)::Anthony Lake:X; X is 1865-12-30,1939-04-02,False,True
535,Anthony Lake:(1939-04-02)::Saxby Chambliss:X; X is 1943-11-10,1943-11-10,True,True
536,Saxby Chambliss:(1943-11-10)::Levy Mwanawasa:X; X is 1948-09-03,1948-09-03,True,True
537,Levy Mwanawasa:(1948-09-03)::Vincent van Gogh:X; X is 1928-03-18,1853-03-30,False,True
