,Prompt,Correct Object,GPT-reply,Status
252,Justin Bartha:(ACTOR)::Ronald George Wreyford Norrish:X; X is BUSINESSPERSON,CHEMIST,False,True
253,Ronald George Wreyford Norrish:(CHEMIST)::Arrian:X; X is BUSINESSPERSON,HISTORIAN,False,True
254,Arrian:(HISTORIAN)::Augustus De Morgan:X; X is MATHEMATICIAN,MATHEMATICIAN,True,True
255,Augustus De Morgan:(MATHEMATICIAN)::Eleftherios Venizelos:X; X is SOCCER PLAYER,POLITICIAN,False,True
256,"Eleftherios Venizelos:(POLITICIAN)::Sophie, The Countess of Wessex:X; X is SINGER",COMPANION,False,True
257,"Sophie, The Countess of Wessex:(COMPANION)::Santiago Ramón y Cajal:X; X is POLITICIAN",PHYSICIAN,False,True
258,Santiago Ramón y Cajal:(PHYSICIAN)::Luc Besson:X; X is COMPOSER,FILM DIRECTOR,False,True
259,Luc Besson:(FILM DIRECTOR)::Benny Benassi:X; X is COMPOSER,MUSICIAN,True,False
260,"Benny Benassi:(MUSICIAN)::Alexei Nikolaevich, Tsarevich of Russia:X; X is POLITICIAN",NOBLEMAN,False,True
261,"Alexei Nikolaevich, Tsarevich of Russia:(NOBLEMAN)::Crispin Glover:X; X is ACTOR",ACTOR,True,True
262,Crispin Glover:(ACTOR)::Cam Gigandet:X; X is SOCCER PLAYER,ACTOR,False,True
263,Cam Gigandet:(ACTOR)::Pietro Lorenzetti:X; X is POLITICIAN,PAINTER,False,True
264,Pietro Lorenzetti:(PAINTER)::Alois Hitler:X; X is PUBLIC WORKER,PUBLIC WORKER,True,True
265,Alois Hitler:(PUBLIC WORKER)::Arius:X; X is TENNIS PLAYER,PHILOSOPHER,False,True
266,Arius:(PHILOSOPHER)::Klement Gottwald:X; X is PAINTER,POLITICIAN,False,True
267,Klement Gottwald:(POLITICIAN)::Roberto Carlos da Silva:X; X is SOCIAL ACTIVIST,SOCCER PLAYER,False,True
268,Roberto Carlos da Silva:(SOCCER PLAYER)::Álvaro Arbeloa Coca:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
269,Álvaro Arbeloa Coca:(SOCCER PLAYER)::Adnan Menderes:X; X is POLITICIAN,POLITICIAN,True,True
270,Adnan Menderes:(POLITICIAN)::Frederick VI of Denmark:X; X is WRITER,POLITICIAN,False,True
271,Frederick VI of Denmark:(POLITICIAN)::George Soros:X; X is WRESTLER,BUSINESSPERSON,False,True
272,George Soros:(BUSINESSPERSON)::Zsa Zsa Gábor:X; X is FILM DIRECTOR,ACTOR,False,True
273,Zsa Zsa Gábor:(ACTOR)::Jan Fischer:X; X is POLITICIAN,POLITICIAN,True,True
274,Jan Fischer:(POLITICIAN)::Alice Cooper:X; X is MUSICIAN,MUSICIAN,True,True
275,Alice Cooper:(MUSICIAN)::Carlos Andrés Pérez:X; X is SINGER,POLITICIAN,False,True
276,Carlos Andrés Pérez:(POLITICIAN)::Iannis Xenakis:X; X is POLITICAL SCIENTIST,COMPOSER,False,True
277,Iannis Xenakis:(COMPOSER)::Jason Mraz:X; X is ATHLETE,MUSICIAN,False,True
278,Jason Mraz:(MUSICIAN)::D'Artagnan:X; X is PHYSICIST,MILITARY PERSONNEL,False,True
279,D'Artagnan:(MILITARY PERSONNEL)::DJ BoBo:X; X is ACTOR,MUSICIAN,False,True
280,DJ BoBo:(MUSICIAN)::John II Komnenos:X; X is COMPUTER SCIENTIST,POLITICIAN,False,True
281,John II Komnenos:(POLITICIAN)::Dean Koontz:X; X is MILITARY PERSONNEL,WRITER,False,True
282,Dean Koontz:(WRITER)::Pope Alexander I:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
283,Pope Alexander I:(RELIGIOUS FIGURE)::Hugo Gunckel Lüer:X; X is CHEMIST,BIOLOGIST,True,False
284,Hugo Gunckel Lüer:(BIOLOGIST)::Ezra:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
285,Ezra:(RELIGIOUS FIGURE)::Isabeau of Bavaria:X; X is COMPANION,COMPANION,False,False
286,Isabeau of Bavaria:(COMPANION)::Pat Nixon:X; X is POLITICIAN,COMPANION,False,True
287,Pat Nixon:(COMPANION)::Leucippus:X; X is ACTOR,PHILOSOPHER,False,True
288,Leucippus:(PHILOSOPHER)::Hu Jia:X; X is ARCHITECT,SOCIAL ACTIVIST,False,True
289,Hu Jia:(SOCIAL ACTIVIST)::Horloogiyn Choybalsan:X; X is POLITICIAN,POLITICIAN,True,True
290,Horloogiyn Choybalsan:(POLITICIAN)::Mickaël Landreau:X; X is MUSICIAN,SOCCER PLAYER,False,True
291,Mickaël Landreau:(SOCCER PLAYER)::Marc-Antoine Charpentier:X; X is POLITICIAN,COMPOSER,False,True
292,Marc-Antoine Charpentier:(COMPOSER)::John Cornforth:X; X is SOCCER PLAYER,CHEMIST,False,True
293,John Cornforth:(CHEMIST)::John Huston:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
294,John Huston:(FILM DIRECTOR)::Thomas Newcomen:X; X is ECONOMIST,INVENTOR,False,True
295,Thomas Newcomen:(INVENTOR)::Ferdinand Lassalle:X; X is WRITER,SOCIAL ACTIVIST,False,True
296,Ferdinand Lassalle:(SOCIAL ACTIVIST)::Pedro Calderón de la Barca:X; X is WRITER,WRITER,True,True
297,Pedro Calderón de la Barca:(WRITER)::Fred Dalton Thompson:X; X is SINGER,POLITICIAN,False,True
298,Fred Dalton Thompson:(POLITICIAN)::Herbert Marcuse:X; X is SCULPTOR,PHILOSOPHER,False,True
299,Herbert Marcuse:(PHILOSOPHER)::Martin Heinrich Klaproth:X; X is CHEMIST,CHEMIST,True,True
300,Martin Heinrich Klaproth:(CHEMIST)::Mozi:X; X is PHILOSOPHER,PHILOSOPHER,True,True
301,Mozi:(PHILOSOPHER)::Jerzy Buzek:X; X is POLITICIAN,POLITICIAN,True,True
302,Jerzy Buzek:(POLITICIAN)::Manuel de Falla:X; X is SOCCER PLAYER,COMPOSER,False,True
303,Manuel de Falla:(COMPOSER)::Edward Lear:X; X is INVENTOR,WRITER,False,True
304,Edward Lear:(WRITER)::Pompey:X; X is POLITICIAN,POLITICIAN,False,False
305,Pompey:(POLITICIAN)::Ashanti:X; X is SINGER,SINGER,True,True
306,Ashanti:(SINGER)::Claudia Schiffer:X; X is WRITER,MODEL,False,True
307,Claudia Schiffer:(MODEL)::Claudio Monteverdi:X; X is WRITER,COMPOSER,False,True
308,Claudio Monteverdi:(COMPOSER)::Ilham Aliyev:X; X is POLITICIAN,POLITICIAN,True,True
309,Ilham Aliyev:(POLITICIAN)::Danny DeVito:X; X is ACTOR,ACTOR,True,True
310,Danny DeVito:(ACTOR)::Steve Buscemi:X; X is ACTOR,ACTOR,True,True
311,Steve Buscemi:(ACTOR)::Giuliano Amato:X; X is POLITICIAN,POLITICIAN,True,True
312,Giuliano Amato:(POLITICIAN)::Tommy Lee Jones:X; X is ACTOR,ACTOR,True,True
313,Tommy Lee Jones:(ACTOR)::Tom Waits:X; X is PHILOSOPHER,ACTOR,False,True
314,Tom Waits:(ACTOR)::Eric Hobsbawm:X; X is ACTOR,HISTORIAN,False,True
315,Eric Hobsbawm:(HISTORIAN)::Carlo Cudicini:X; X is POLITICIAN,SOCCER PLAYER,False,True
316,Carlo Cudicini:(SOCCER PLAYER)::Seamus Heaney:X; X is WRITER,WRITER,True,True
317,Seamus Heaney:(WRITER)::Jugurtha:X; X is CHEMIST,POLITICIAN,False,True
318,Jugurtha:(POLITICIAN)::Wolfgang Pauli:X; X is ACTOR,PHYSICIST,False,True
319,Wolfgang Pauli:(PHYSICIST)::Frank P. Ramsey:X; X is MATHEMATICIAN,MATHEMATICIAN,True,True
320,Frank P. Ramsey:(MATHEMATICIAN)::Francesco Borromini:X; X is SOCCER PLAYER,ARCHITECT,False,True
321,Francesco Borromini:(ARCHITECT)::Alyattes II:X; X is POLITICIAN,POLITICIAN,True,True
322,Alyattes II:(POLITICIAN)::Chris Cornell:X; X is RELIGIOUS FIGURE,SINGER,False,True
323,Chris Cornell:(SINGER)::Johann Gottfried Galle:X; X is SOCCER PLAYER,ASTRONOMER,False,True
324,Johann Gottfried Galle:(ASTRONOMER)::Michael Phelps:X; X is POLITICIAN,SWIMMER,False,True
325,Michael Phelps:(SWIMMER)::Kellan Lutz:X; X is WRITER,ACTOR,False,True
326,Kellan Lutz:(ACTOR)::Zeno of Elea:X; X is PHILOSOPHER,PHILOSOPHER,True,True
327,Zeno of Elea:(PHILOSOPHER)::David Attenborough:X; X is PRESENTER,PRESENTER,True,True
328,David Attenborough:(PRESENTER)::Shunsuke Nakamura:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
329,Shunsuke Nakamura:(SOCCER PLAYER)::Utagawa Hiroshige:X; X is POLITICIAN,ARTIST,False,True
330,Utagawa Hiroshige:(ARTIST)::Zhang Ziyi:X; X is POLITICIAN,ACTOR,False,True
331,Zhang Ziyi:(ACTOR)::Thutmose III:X; X is ECONOMIST,POLITICIAN,False,True
332,Thutmose III:(POLITICIAN)::Muhammad Iqbal:X; X is POLITICIAN,WRITER,False,True
333,Muhammad Iqbal:(WRITER)::Pope Victor II:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
334,Pope Victor II:(RELIGIOUS FIGURE)::George Bush:X; X is BIOLOGIST,POLITICIAN,False,True
335,George Bush:(POLITICIAN)::Erwin Rommel:X; X is RACECAR DRIVER,MILITARY PERSONNEL,False,True
336,Erwin Rommel:(MILITARY PERSONNEL)::John Carpenter:X; X is RELIGIOUS FIGURE,FILM DIRECTOR,False,True
337,John Carpenter:(FILM DIRECTOR)::Pope Boniface IV:X; X is SOCCER PLAYER,RELIGIOUS FIGURE,False,True
338,Pope Boniface IV:(RELIGIOUS FIGURE)::Arash:X; X is POLITICIAN,SINGER,False,True
339,Arash:(SINGER)::Marita Koch:X; X is ECONOMIST,ATHLETE,False,True
340,Marita Koch:(ATHLETE)::Hicham El Guerrouj:X; X is ATHLETE,ATHLETE,True,True
341,Hicham El Guerrouj:(ATHLETE)::Charles XIII of Sweden:X; X is POLITICIAN,POLITICIAN,True,True
342,Charles XIII of Sweden:(POLITICIAN)::Janet Gaynor:X; X is PILOT,ACTOR,False,True
343,Janet Gaynor:(ACTOR)::Juan Martin Del Potro:X; X is ACTOR,TENNIS PLAYER,False,True
344,Juan Martin Del Potro:(TENNIS PLAYER)::David Lloyd George:X; X is WRITER,POLITICIAN,False,True
345,David Lloyd George:(POLITICIAN)::Ulf von Euler:X; X is PHYSICIST,PHYSICIAN,False,True
346,Ulf von Euler:(PHYSICIAN)::Neil Gaiman:X; X is COMPOSER,WRITER,False,True
347,Neil Gaiman:(WRITER)::Ted Bundy:X; X is EXTREMIST,EXTREMIST,False,False
348,Ted Bundy:(EXTREMIST)::Samuel Beckett:X; X is WRITER,WRITER,True,True
349,Samuel Beckett:(WRITER)::Rosen Plevneliev:X; X is POLITICIAN,POLITICIAN,True,True
350,Rosen Plevneliev:(POLITICIAN)::Felix Hausdorff:X; X is MATHEMATICIAN,MATHEMATICIAN,True,True
351,Felix Hausdorff:(MATHEMATICIAN)::Alexandra Stan:X; X is ACTOR,SINGER,False,True
352,Alexandra Stan:(SINGER)::Faye Dunaway:X; X is POLITICIAN,ACTOR,False,True
353,Faye Dunaway:(ACTOR)::Gnaeus Naevius:X; X is WRITER,WRITER,True,True
354,Gnaeus Naevius:(WRITER)::Garrett Hedlund:X; X is ACTOR,ACTOR,True,True
355,Garrett Hedlund:(ACTOR)::Brian Molko:X; X is SOCIAL ACTIVIST,MUSICIAN,False,True
356,Brian Molko:(MUSICIAN)::Richard Dedekind:X; X is MATHEMATICIAN,MATHEMATICIAN,True,True
357,Richard Dedekind:(MATHEMATICIAN)::Franklin Pierce:X; X is POLITICIAN,POLITICIAN,True,True
358,Franklin Pierce:(POLITICIAN)::Ruslan Rotan:X; X is ASTRONOMER,SOCCER PLAYER,False,True
359,"Ruslan Rotan:(SOCCER PLAYER)::Miloš Obrenović I, Prince of Serbia:X; X is NOBLEMAN",NOBLEMAN,True,True
360,"Miloš Obrenović I, Prince of Serbia:(NOBLEMAN)::David Gilmour:X; X is MUSICIAN",MUSICIAN,True,True
361,David Gilmour:(MUSICIAN)::Carl Gustaf Emil Mannerheim:X; X is CONDUCTOR,POLITICIAN,False,True
362,Carl Gustaf Emil Mannerheim:(POLITICIAN)::Mr. T:X; X is ACTOR,ACTOR,True,True
363,Mr. T:(ACTOR)::Guillaume de l'Hôpital:X; X is MATHEMATICIAN,MATHEMATICIAN,True,True
364,Guillaume de l'Hôpital:(MATHEMATICIAN)::William Hurt:X; X is ACTOR,ACTOR,True,True
365,William Hurt:(ACTOR)::Robert Aumann:X; X is WRITER,MATHEMATICIAN,False,True
366,Robert Aumann:(MATHEMATICIAN)::Joe DiMaggio:X; X is POLITICIAN,BASEBALL PLAYER,False,True
367,Joe DiMaggio:(BASEBALL PLAYER)::Alan Baker:X; X is POLITICIAN,MATHEMATICIAN,False,True
368,Alan Baker:(MATHEMATICIAN)::John Napier:X; X is MATHEMATICIAN,MATHEMATICIAN,True,True
369,John Napier:(MATHEMATICIAN)::Charles XI of Sweden:X; X is POLITICIAN,POLITICIAN,True,True
370,Charles XI of Sweden:(POLITICIAN)::Brigham Young:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
371,Brigham Young:(RELIGIOUS FIGURE)::Bernardo O'Higgins:X; X is RACECAR DRIVER,POLITICIAN,False,True
372,Bernardo O'Higgins:(POLITICIAN)::Mira Sorvino:X; X is WRITER,ACTOR,False,True
373,Mira Sorvino:(ACTOR)::Philip Jaisohn:X; X is WRITER,SOCIAL ACTIVIST,True,False
374,Philip Jaisohn:(SOCIAL ACTIVIST)::Paul I of Russia:X; X is WRITER,POLITICIAN,False,True
375,Paul I of Russia:(POLITICIAN)::Kiro Gligorov:X; X is WRITER,POLITICIAN,False,True
376,Kiro Gligorov:(POLITICIAN)::Feodor Chaliapin:X; X is SINGER,SINGER,True,True
377,Feodor Chaliapin:(SINGER)::Mark Ruffalo:X; X is PHYSICIST,ACTOR,False,True
378,Mark Ruffalo:(ACTOR)::Theodosios III:X; X is SOCCER PLAYER,POLITICIAN,False,True
379,Theodosios III:(POLITICIAN)::Paul Rudd:X; X is ACTOR,ACTOR,True,True
380,Paul Rudd:(ACTOR)::Harel Skaat:X; X is POLITICIAN,SINGER,False,True
381,Harel Skaat:(SINGER)::Dave Gahan:X; X is MUSICIAN,SINGER,True,False
382,Dave Gahan:(SINGER)::Liv Tyler:X; X is ACTOR,ACTOR,True,True
383,Liv Tyler:(ACTOR)::Ei-ichi Negishi:X; X is PHOTOGRAPHER,CHEMIST,False,True
384,Ei-ichi Negishi:(CHEMIST)::Shem:X; X is ARTIST,RELIGIOUS FIGURE,False,True
385,Shem:(RELIGIOUS FIGURE)::Tibor Sekelj:X; X is WRITER,WRITER,True,True
386,Tibor Sekelj:(WRITER)::Vytautas Landsbergis:X; X is WRITER,POLITICIAN,False,True
387,Vytautas Landsbergis:(POLITICIAN)::Mehmet Scholl:X; X is POLITICIAN,SOCCER PLAYER,False,True
388,Mehmet Scholl:(SOCCER PLAYER)::William Dampier:X; X is RELIGIOUS FIGURE,EXPLORER,False,True
389,William Dampier:(EXPLORER)::Otto Preminger:X; X is RELIGIOUS FIGURE,FILM DIRECTOR,False,True
390,Otto Preminger:(FILM DIRECTOR)::H. David Politzer:X; X is PHYSICIST,PHYSICIST,True,True
391,H. David Politzer:(PHYSICIST)::Koji Murofushi:X; X is ATHLETE,ATHLETE,True,True
392,Koji Murofushi:(ATHLETE)::Lady Gaga:X; X is PSYCHOLOGIST,MUSICIAN,False,True
393,Lady Gaga:(MUSICIAN)::Leslie Cheung:X; X is COMPANION,MUSICIAN,False,True
394,Leslie Cheung:(MUSICIAN)::Ptolemy IV Philopator:X; X is POLITICIAN,POLITICIAN,True,True
395,Ptolemy IV Philopator:(POLITICIAN)::Annette Bening:X; X is ACTOR,ACTOR,True,True
396,Annette Bening:(ACTOR)::Nicklas Bendtner:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
397,Nicklas Bendtner:(SOCCER PLAYER)::Judi Dench:X; X is POLITICIAN,ACTOR,False,True
398,Judi Dench:(ACTOR)::Harvey Milk:X; X is POLITICIAN,POLITICIAN,True,True
399,Harvey Milk:(POLITICIAN)::Madeleine Albright:X; X is DIPLOMAT,DIPLOMAT,True,True
400,Madeleine Albright:(DIPLOMAT)::Isabella of France:X; X is COMPANION,COMPANION,False,False
401,Isabella of France:(COMPANION)::Antiochus III the Great:X; X is POLITICIAN,POLITICIAN,False,False
402,Antiochus III the Great:(POLITICIAN)::Carmen Miranda:X; X is SINGER,SINGER,True,True
403,Carmen Miranda:(SINGER)::Robert S. Mulliken:X; X is ACTOR,CHEMIST,False,True
404,Robert S. Mulliken:(CHEMIST)::Bill Nighy:X; X is ARCHITECT,ACTOR,False,True
405,Bill Nighy:(ACTOR)::Pope Benedict V:X; X is POLITICIAN,RELIGIOUS FIGURE,False,True
406,Pope Benedict V:(RELIGIOUS FIGURE)::Jack White:X; X is MUSICIAN,MUSICIAN,True,True
407,Jack White:(MUSICIAN)::Ed Sheeran:X; X is POLITICIAN,SINGER,False,True
408,Ed Sheeran:(SINGER)::George Vancouver:X; X is SOCCER PLAYER,EXPLORER,False,True
409,George Vancouver:(EXPLORER)::Louis-Nicolas Davout:X; X is MILITARY PERSONNEL,MILITARY PERSONNEL,True,True
410,Louis-Nicolas Davout:(MILITARY PERSONNEL)::Taylor Lautner:X; X is POLITICIAN,ACTOR,False,True
411,Taylor Lautner:(ACTOR)::Göran Persson:X; X is CHEMIST,POLITICIAN,False,True
412,Göran Persson:(POLITICIAN)::Jean-Bédel Bokassa:X; X is POLITICIAN,POLITICIAN,False,False
413,Jean-Bédel Bokassa:(POLITICIAN)::Edmund Ironside:X; X is ACTOR,POLITICIAN,False,True
414,Edmund Ironside:(POLITICIAN)::Andrew Lloyd Webber:X; X is EXTREMIST,COMPOSER,False,True
415,Andrew Lloyd Webber:(COMPOSER)::Scipio Aemilianus Africanus:X; X is POLITICIAN,POLITICIAN,True,True
416,Scipio Aemilianus Africanus:(POLITICIAN)::Thomas the Apostle:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
417,Thomas the Apostle:(RELIGIOUS FIGURE)::Clotaire III:X; X is POLITICIAN,POLITICIAN,True,True
418,Clotaire III:(POLITICIAN)::Philipp Kohlschreiber:X; X is TENNIS PLAYER,TENNIS PLAYER,True,True
419,Philipp Kohlschreiber:(TENNIS PLAYER)::Philippe Gilbert:X; X is SOCCER PLAYER,CYCLIST,False,True
420,Philippe Gilbert:(CYCLIST)::Catherine Howard:X; X is COMPANION,COMPANION,False,False
421,Catherine Howard:(COMPANION)::Eric Maskin:X; X is COMPOSER,ECONOMIST,False,True
422,Eric Maskin:(ECONOMIST)::Alexey Pazhitnov:X; X is POLITICIAN,COMPUTER SCIENTIST,False,True
423,Alexey Pazhitnov:(COMPUTER SCIENTIST)::Helen Hayes:X; X is WRITER,ACTOR,False,True
424,Helen Hayes:(ACTOR)::Jimmy Jump:X; X is CELEBRITY,CELEBRITY,False,False
425,Jimmy Jump:(CELEBRITY)::Paul Ryan:X; X is POLITICIAN,POLITICIAN,True,True
426,Paul Ryan:(POLITICIAN)::Rabbi Akiva:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
427,Rabbi Akiva:(RELIGIOUS FIGURE)::Steven Pienaar:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
428,Steven Pienaar:(SOCCER PLAYER)::Salman Khan:X; X is ACTOR,ACTOR,True,True
429,Salman Khan:(ACTOR)::Abdullah II of Jordan:X; X is SOCIAL ACTIVIST,POLITICIAN,False,True
430,Abdullah II of Jordan:(POLITICIAN)::Megasthenes:X; X is DIPLOMAT,DIPLOMAT,True,True
431,Megasthenes:(DIPLOMAT)::Nerva:X; X is SOCCER PLAYER,POLITICIAN,False,True
432,Nerva:(POLITICIAN)::Carlos Gamarra:X; X is WRITER,SOCCER PLAYER,False,True
433,Carlos Gamarra:(SOCCER PLAYER)::William Butler Yeats:X; X is BIOLOGIST,WRITER,False,True
434,William Butler Yeats:(WRITER)::Peter Paul Rubens:X; X is PAINTER,PAINTER,True,True
435,Peter Paul Rubens:(PAINTER)::James Naismith:X; X is MUSICIAN,INVENTOR,False,True
436,James Naismith:(INVENTOR)::William Shatner:X; X is SINGER,ACTOR,True,False
437,William Shatner:(ACTOR)::Qaboos bin Said Al Said of Oman:X; X is ACTOR,POLITICIAN,False,True
438,Qaboos bin Said Al Said of Oman:(POLITICIAN)::Pelayo of Asturias:X; X is POLITICIAN,POLITICIAN,True,True
439,Pelayo of Asturias:(POLITICIAN)::Georgia O'Keeffe:X; X is ARTIST,ARTIST,True,True
440,Georgia O'Keeffe:(ARTIST)::Karl Friedrich Abel:X; X is POLITICIAN,COMPOSER,False,True
441,Karl Friedrich Abel:(COMPOSER)::Juan Pablo Montoya:X; X is PAINTER,RACECAR DRIVER,False,True
442,Juan Pablo Montoya:(RACECAR DRIVER)::John Milnor:X; X is PHYSICIAN,MATHEMATICIAN,False,True
443,John Milnor:(MATHEMATICIAN)::Claude Joseph Rouget de Lisle:X; X is POLITICIAN,COMPOSER,False,True
444,Claude Joseph Rouget de Lisle:(COMPOSER)::John Wayne Gacy:X; X is EXTREMIST,EXTREMIST,False,False
445,John Wayne Gacy:(EXTREMIST)::Titus:X; X is POLITICIAN,POLITICIAN,False,False
446,Titus:(POLITICIAN)::Alvin Toffler:X; X is WRITER,WRITER,True,True
447,Alvin Toffler:(WRITER)::Nikolai Trubetzkoy:X; X is ATHLETE,LINGUIST,False,True
448,Nikolai Trubetzkoy:(LINGUIST)::Albert Hofmann:X; X is CHEMIST,CHEMIST,True,True
449,Albert Hofmann:(CHEMIST)::Gustav Stresemann:X; X is POLITICIAN,POLITICIAN,True,True
450,Gustav Stresemann:(POLITICIAN)::Shia LaBeouf:X; X is WRITER,ACTOR,False,True
451,Shia LaBeouf:(ACTOR)::Qin Shi Huang:X; X is SOCCER PLAYER,POLITICIAN,False,True
452,Qin Shi Huang:(POLITICIAN)::Willi Stoph:X; X is ACTOR,POLITICIAN,False,True
453,Willi Stoph:(POLITICIAN)::Nicéphore Niépce:X; X is COMPOSER,INVENTOR,False,True
454,Nicéphore Niépce:(INVENTOR)::Gene Kelly:X; X is ACTOR,ACTOR,True,True
455,Gene Kelly:(ACTOR)::Jonny Greenwood:X; X is MUSICIAN,MUSICIAN,True,True
456,Jonny Greenwood:(MUSICIAN)::Jason Newsted:X; X is POLITICIAN,MUSICIAN,False,True
457,Jason Newsted:(MUSICIAN)::Carrie-Anne Moss:X; X is POLITICIAN,ACTOR,False,True
458,Carrie-Anne Moss:(ACTOR)::Lily Tomlin:X; X is ACTOR,ACTOR,True,True
459,Lily Tomlin:(ACTOR)::Fyodor Tyutchev:X; X is POLITICIAN,WRITER,False,True
460,Fyodor Tyutchev:(WRITER)::Stiliyan Petrov:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
461,Stiliyan Petrov:(SOCCER PLAYER)::Lauryn Hill:X; X is MUSICIAN,MUSICIAN,True,True
462,Lauryn Hill:(MUSICIAN)::Nelson Haedo Valdez:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
463,Nelson Haedo Valdez:(SOCCER PLAYER)::Tobey Maguire:X; X is COMPANION,ACTOR,False,True
464,Tobey Maguire:(ACTOR)::Per Mertesacker:X; X is RELIGIOUS FIGURE,SOCCER PLAYER,False,True
465,Per Mertesacker:(SOCCER PLAYER)::George Peppard:X; X is ACTOR,ACTOR,True,True
466,George Peppard:(ACTOR)::Zinedine Zidane:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
467,Zinedine Zidane:(SOCCER PLAYER)::Gorgias:X; X is BUSINESSPERSON,PHILOSOPHER,False,True
468,Gorgias:(PHILOSOPHER)::Pascal Couchepin:X; X is POLITICIAN,POLITICIAN,True,True
469,Pascal Couchepin:(POLITICIAN)::Walter Gargano:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
470,"Walter Gargano:(SOCCER PLAYER)::Ferdinando I de' Medici, Grand Duke of Tuscany:X; X is POLITICIAN",NOBLEMAN,True,False
471,"Ferdinando I de' Medici, Grand Duke of Tuscany:(NOBLEMAN)::Publius Quinctilius Varus:X; X is WRITER",POLITICIAN,False,True
472,Publius Quinctilius Varus:(POLITICIAN)::Rob Halford:X; X is WRESTLER,SINGER,False,True
473,Rob Halford:(SINGER)::D. W. Griffith:X; X is PHILOSOPHER,FILM DIRECTOR,False,True
474,D. W. Griffith:(FILM DIRECTOR)::Djimon Hounsou:X; X is PSYCHOLOGIST,ACTOR,False,True
475,Djimon Hounsou:(ACTOR)::Thibaut Courtois:X; X is PHYSICIAN,SOCCER PLAYER,False,True
476,Thibaut Courtois:(SOCCER PLAYER)::Casimir IV Jagiellon:X; X is POLITICIAN,POLITICIAN,True,True
477,Casimir IV Jagiellon:(POLITICIAN)::Debby Ryan:X; X is FILM DIRECTOR,ACTOR,False,True
478,Debby Ryan:(ACTOR)::Andrea Mantegna:X; X is POLITICIAN,PAINTER,False,True
479,Andrea Mantegna:(PAINTER)::V.S. Naipaul:X; X is CHEMIST,WRITER,False,True
480,V.S. Naipaul:(WRITER)::Heinz Fischer:X; X is POLITICIAN,POLITICIAN,True,True
481,Heinz Fischer:(POLITICIAN)::Amos Oz:X; X is WRITER,WRITER,True,True
482,Amos Oz:(WRITER)::Jean-Marc Ayrault:X; X is SOCCER PLAYER,POLITICIAN,False,True
483,Jean-Marc Ayrault:(POLITICIAN)::Ferenc Puskás:X; X is WRITER,SOCCER PLAYER,False,True
484,Ferenc Puskás:(SOCCER PLAYER)::Kim Yong-nam:X; X is POLITICIAN,POLITICIAN,True,True
485,Kim Yong-nam:(POLITICIAN)::Euzebiusz Smolarek:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
486,Euzebiusz Smolarek:(SOCCER PLAYER)::John McLaughlin:X; X is MUSICIAN,MUSICIAN,True,True
487,John McLaughlin:(MUSICIAN)::Gabriella Cilmi:X; X is SINGER,SINGER,True,True
488,Gabriella Cilmi:(SINGER)::Chuck Berry:X; X is RELIGIOUS FIGURE,MUSICIAN,False,True
489,Chuck Berry:(MUSICIAN)::Ville Valo:X; X is SINGER,SINGER,True,True
490,Ville Valo:(SINGER)::William Styron:X; X is WRITER,WRITER,True,True
491,William Styron:(WRITER)::Theobald von Bethmann-Hollweg:X; X is POLITICIAN,POLITICIAN,True,True
492,Theobald von Bethmann-Hollweg:(POLITICIAN)::Sinan:X; X is SOCCER PLAYER,ARCHITECT,False,True
493,Sinan:(ARCHITECT)::Ivan Vladimirovich Michurin:X; X is BIOLOGIST,BIOLOGIST,True,True
494,Ivan Vladimirovich Michurin:(BIOLOGIST)::Wilhelm Marx:X; X is PHILOSOPHER,POLITICIAN,False,True
495,Wilhelm Marx:(POLITICIAN)::Howard Hawks:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
496,Howard Hawks:(FILM DIRECTOR)::Pope Nicholas V:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
497,Pope Nicholas V:(RELIGIOUS FIGURE)::John Barry:X; X is COMPOSER,COMPOSER,True,True
498,John Barry:(COMPOSER)::Charles Rennie Mackintosh:X; X is DESIGNER,DESIGNER,True,True
499,Charles Rennie Mackintosh:(DESIGNER)::Demetrius Vikelas:X; X is WRITER,WRITER,True,True
500,Demetrius Vikelas:(WRITER)::Michel Eugène Chevreul:X; X is POLITICIAN,CHEMIST,False,True
501,Michel Eugène Chevreul:(CHEMIST)::Nadar:X; X is PHOTOGRAPHER,PHOTOGRAPHER,True,True
